公告,#genre#
CCTV1,http://124.128.73.58:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路48-0.413
CCTV1,http://183.185.254.30:9999/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路49-0.414
CCTV1,http://222.134.245.16:9901/tsfile/live/0001_1.m3u8$IPV4•线路50-0.418
CCTV1,http://61.156.228.12:8154/tsfile/live/0001_1.m3u8$IPV4•线路51-0.418
CCTV1,http://202.168.187.208:9089/tsfile/live/1003_1.m3u8$IPV4•线路52-0.418
CCTV1,http://116.117.105.51:8096/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路53-0.418
CCTV1,http://61.138.128.226:19901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路54-0.42
CCTV1,http://116.117.105.51:8096/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路55-0.421
CCTV1,http://61.138.128.226:19901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路56-0.421
CCTV1,http://116.117.106.117:8096/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路57-0.424
CCTV1,http://110.7.131.129:8096/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路58-0.424
CCTV1,http://60.29.124.66:6080/hls/12/index.m3u8$IPV4•线路59-0.425
CCTV1,http://116.117.106.117:8096/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路60-0.426
CCTV1,http://124.128.73.58:9901/tsfile/live/0001_1.m3u8?key=txiptv$IPV4•线路61-0.426
CCTV1,http://111.160.17.2:59901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路62-0.426
CCTV1,http://tv.2cf.x10.mx/2hl/3221226559/index.m3u8?ace$IPV4•线路63-0.429
CCTV1,http://123.138.22.30:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路64-0.433
CCTV1,http://116.117.105.96:8096/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路65-0.434
CCTV1,http://116.117.105.96:8096/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路66-0.436
CCTV1,http://116.117.106.154:8096/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路67-0.438
CCTV1,http://116.117.105.236:8096/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路68-0.438
CCTV1,http://113.57.93.165:9900/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路69-0.439
CCTV1,http://110.7.131.129:8096/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路70-0.439
CCTV1,http://116.117.106.154:8096/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路71-0.439
CCTV1,http://111.160.17.2:59901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路72-0.441
CCTV1,http://124.128.73.58:9901/tsfile/live/0001_1.m3u8?key=txiptv$IPV4•线路73-0.442
CCTV1,http://106.53.99.30/公众号【榴芒电视】/proxy/bjyd.php?id=1$IPV4•线路74-0.442
CCTV1,http://106.53.99.30/公众号【榴芒电视】/proxy/bjyd.php?id=1$IPV4•线路75-0.442
CCTV1,http://183.185.254.30:9999/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路76-0.442
CCTV1,http://221.2.148.205:8154/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路77-0.443
CCTV1,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=6804&tk=b53028476470$IPV4•线路78-0.445
CCTV1,http://123.138.22.30:9901/tsfile/live/0001_1.m3u8$IPV4•线路79-0.447
CCTV1,http://61.136.67.238:50085/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路80-0.448
CCTV1,http://219.128.121.202:59901/tsfile/live/0001_1.m3u8?key=txiptv$IPV4•线路81-0.449
CCTV1,http://112.123.206.32:808/hls/1/index.m3u8$IPV4•线路82-0.451
CCTV1,http://150.158.112.123/%E5%85%AC%E4%BC%97%E5%8F%B7~%E7%8E%89%E7%8E%89%E8%BD%AF%E4%BB%B6%E5%BA%93/mg.php?id=cctv1$IPV4•线路83-0.452
CCTV1,http://106.53.99.30/dl/bjyd.php?id=1$IPV4•线路84-0.452
CCTV1,http://106.53.99.30/dl/bjyd.php?id=1$IPV4•线路85-0.452
CCTV1,http://121.33.239.242:9901/tsfile/live/0001_1.m3u8$IPV4•线路86-0.452
CCTV1,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=8786&tk=f6cc1e0a0e1a$IPV4•线路87-0.454
CCTV1,http://219.128.121.202:59901/tsfile/live/0001_1.m3u8?key=txiptv$IPV4•线路88-0.456
CCTV1,http://111.160.17.2:59901/tsfile/live/0001_1.m3u8$IPV4•线路89-0.457
CCTV1,http://120.197.43.179:9901/tsfile/live/0001_1.m3u8$IPV4•线路90-0.457
CCTV1,http://60.12.183.46:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=0&authid=0$IPV4•线路91-0.458
CCTV1,http://120.76.248.139/live/bfgd/4200000201.m3u8$IPV4•线路92-0.458
CCTV1,http://116.9.204.242:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路93-0.459
CCTV1,http://221.226.4.10:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路94-0.459
CCTV1,http://183.11.239.36:808/hls/19/index.m3u8$IPV4•线路95-0.46
CCTV1,http://221.226.4.10:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路96-0.461
CCTV1,http://121.232.178.75:60001/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路97-0.461
CCTV1,http://121.232.178.75:60001/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路98-0.462
CCTV1,http://dl.wifi942.com:66/jsyd/jsyd.php?id=G_CCTV-1-AVS-4K264$IPV4•线路99-0.465
CCTV1,http://120.76.248.139/live/bfgd/4200000201.m3u8$IPV4•线路100-0.465
CCTV1,http://dl.wifi942.com:66/jsyd/jsyd.php?id=G_CCTV-1-HD-265-8M$IPV4•线路101-0.465
CCTV1,http://113.57.93.165:9900/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路102-0.467
CCTV1,http://58.221.214.82:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路103-0.467
CCTV1,http://124.128.73.58:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路104-0.468
CCTV1,http://58.221.214.82:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路105-0.47
CCTV1,http://61.136.172.236:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路106-0.473
CCTV1,http://219.159.194.194:8181/tsfile/live/1107_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路107-0.473
CCTV1,http://61.138.128.226:19901/tsfile/live/0001_1.m3u8$IPV4•线路108-0.474
CCTV1,http://113.57.20.158:9901/tsfile/live/1020_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路109-0.474
CCTV1,http://116.117.104.248:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路110-0.474
CCTV1,http://150.158.112.123/%E5%85%AC%E4%BC%97%E5%8F%B7~%E7%8E%89%E7%8E%89%E8%BD%AF%E4%BB%B6%E5%BA%93/mg.php?id=cctv1$IPV4•线路111-0.474
CCTV1,http://116.117.105.71:8096/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路112-0.475
CCTV1,http://219.159.194.194:8181/tsfile/live/1107_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路113-0.475
CCTV1,http://58.220.219.14:9901/tsfile/live/0001_1.m3u8$IPV4•线路114-0.475
CCTV1,http://116.117.105.71:8096/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路115-0.476
CCTV1,http://61.136.172.236:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路116-0.477
CCTV1,http://219.128.121.202:59901/tsfile/live/0001_1.m3u8$IPV4•线路117-0.478
CCTV1,http://59.173.243.210:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路118-0.478
CCTV1,http://dl.wifi942.com:66/jsyd/jsyd.php?id=G_CCTV-1-AVS-4K264$IPV4•线路119-0.479
CCTV1,http://59.173.243.210:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路120-0.479
CCTV1,http://116.128.242.83:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路121-0.48
CCTV1,http://219.159.194.213:8181/tsfile/live/1107_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路122-0.481
CCTV1,http://www.freetv.top/migu/608807420.m3u8?migutoken=491f039071b1e5ca7ea22dab208a3373abd0aa38187ac74446778154f03126d09cf16f03bab30bbbe6b3654715b39584417cebbd010b1b65144b4d683dc814c330efffb70a09c7630ddbb49120$IPV4•线路123-0.481
CCTV1,http://219.159.194.213:8181/tsfile/live/1107_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路124-0.482
CCTV1,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=9659&tk=b53028476470$IPV4•线路125-0.484
CCTV1,http://58.221.214.82:9901/tsfile/live/0001_1.m3u8$IPV4•线路126-0.484
CCTV1,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=1045&tk=b53028476470$IPV4•线路127-0.485
CCTV1,http://219.135.180.210:18888/hls/1/index.m3u8$IPV4•线路128-0.486
CCTV1,http://116.117.107.84:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路129-0.488
CCTV1,http://116.117.107.84:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路130-0.489
CCTV1,http://218.3.138.25:1111/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路131-0.491
CCTV1,http://dl.wifi942.com:66/jsyd/jsyd.php?id=G_CCTV-1-HD-265-8M$IPV4•线路132-0.494
CCTV1,http://116.9.204.242:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路133-0.495
CCTV1,http://116.128.242.83:9901/tsfile/live/0001_1.m3u8$IPV4•线路134-0.496
CCTV1,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=0078&tk=b53028476470$IPV4•线路135-0.496
CCTV1,http://tv.2cf.x10.mx/2hl/3221226016/index.m3u8?ace$IPV4•线路136-0.496
CCTV1,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=3300&tk=e503191f8e20$IPV4•线路137-0.497
CCTV1,http://116.117.106.246:8096/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路138-0.497
CCTV1,http://110.80.17.38:9901/tsfile/live/0001_1.m3u8?key=txiptv$IPV4•线路139-0.497
CCTV1,http://58.57.40.22:9901/tsfile/live/0001_1.m3u8$IPV4•线路140-0.498
CCTV1,http://220.164.192.48:50085/tsfile/live/0002_1.m3u8$IPV4•线路141-0.499
CCTV1,http://tv.2cf.x10.mx/2hl/3221226514/index.m3u8?ace$IPV4•线路142-0.5
CCTV1,http://113.57.93.165:9900/tsfile/live/0001_1.m3u8$IPV4•线路143-0.5
CCTV1,https://piccpndali.v.myalicdn.com/audio/cctv1_2.m3u8$IPV4•线路144-0.5
CCTV1,http://219.135.180.210:18888/hls/1/index.m3u8$IPV4•线路145-0.507
CCTV1,http://123.130.84.106:8154/tsfile/live/0001_1.m3u8$IPV4•线路146-0.508
CCTV1,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=7928&tk=e503191f8e20$IPV4•线路147-0.508
CCTV1,http://116.117.106.246:8096/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路148-0.511
CCTV1,http://120.76.248.139/live/bfgd/4200000484.m3u8$IPV4•线路149-0.512
CCTV1,http://202.100.46.58:9901/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路150-0.513
CCTV1,http://120.76.248.139/live/bfgd/4200000488.m3u8$IPV4•线路151-0.514
CCTV1,http://116.9.204.242:9901/tsfile/live/0001_1.m3u8$IPV4•线路152-0.514
CCTV1,http://218.89.240.144:59901/tsfile/live/0001_1.m3u8$IPV4•线路153-0.518
CCTV1,http://59.48.75.130:3052/tsfile/live/0001_1.m3u8$IPV4•线路154-0.52
CCTV1,http://220.170.241.204:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路155-0.521
CCTV1,http://118.122.189.74:9901/tsfile/live/0001_1.m3u8$IPV4•线路156-0.522
CCTV1,http://220.170.241.204:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路157-0.524
CCTV1,http://110.80.17.38:9901/tsfile/live/0001_1.m3u8$IPV4•线路158-0.525
CCTV1,http://113.140.86.162:8009/hls/501/index.m3u8$IPV4•线路159-0.526
CCTV1,http://202.100.46.58:9901/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路160-0.527
CCTV1,http://116.117.104.248:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路161-0.531
CCTV1,http://218.89.240.144:59901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路162-0.532
CCTV1,http://175.31.21.146:4480/hls/1/index.m3u8$IPV4•线路163-0.532
CCTV1,http://183.66.15.146:60901/tsfile/live/0001_1.m3u8?key=txiptv$IPV4•线路164-0.532
CCTV1,http://116.117.106.13:8096/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路165-0.533
CCTV1,http://183.66.15.146:60901/tsfile/live/0001_1.m3u8?key=txiptv$IPV4•线路166-0.535
CCTV1,http://123.130.84.106:8154/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路167-0.535
CCTV1,http://116.117.106.13:8096/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路168-0.535
CCTV1,http://113.57.20.158:9901/tsfile/live/1020_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路169-0.536
CCTV1,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=8318&tk=2aca1ad9a849$IPV4•线路170-0.538
CCTV1,http://113.57.20.158:9901/tsfile/live/1020_1.m3u8$IPV4•线路171-0.538
CCTV1,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=8926&tk=b53028476470$IPV4•线路172-0.54
CCTV1,http://220.170.241.204:9901/tsfile/live/0001_1.m3u8$IPV4•线路173-0.542
CCTV1,http://183.66.15.146:60901/tsfile/live/0001_1.m3u8$IPV4•线路174-0.547
CCTV1,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=3943&tk=b53028476470$IPV4•线路175-0.551
CCTV1,http://61.136.172.236:9901/tsfile/live/0001_1.m3u8$IPV4•线路176-0.551
CCTV1,http://120.76.248.139/live/bfgd/4200000489.m3u8$IPV4•线路177-0.553
CCTV1,http://202.100.46.58:9901/tsfile/live/1000_1.m3u8$IPV4•线路178-0.554
CCTV1,http://110.80.17.38:9901/tsfile/live/0001_1.m3u8?key=txiptv$IPV4•线路179-0.559
CCTV1,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=8619&tk=e503191f8e20$IPV4•线路180-0.561
CCTV1,http://218.89.240.144:59901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路181-0.567
CCTV1,http://222.169.85.8:9901/tsfile/live/0001_1.m3u8$IPV4•线路182-0.568
CCTV1,http://112.101.78.50:9901/tsfile/live/0001_1.m3u8$IPV4•线路183-0.57
CCTV1,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=7689&tk=e503191f8e20$IPV4•线路184-0.572
CCTV1,http://120.76.248.139/live/bfgd/4200000489.m3u8$IPV4•线路185-0.572
CCTV1,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=2569&tk=e503191f8e20$IPV4•线路186-0.573
CCTV1,https://tvpull.careryun.com/tv/cctv1.m3u8$IPV4•线路187-0.574
CCTV1,http://58.17.116.69:9908/tsfile/live/0001_1.m3u8$IPV4•线路188-0.578
CCTV1,http://120.76.248.139/live/bfgd/4200000488.m3u8$IPV4•线路189-0.592
CCTV1,http://120.76.248.139/live/bfgd/4200000484.m3u8$IPV4•线路190-0.594
CCTV1,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=1851&tk=b53028476470$IPV4•线路191-0.602
CCTV1,http://111.14.181.15:9901/tsfile/live/0001_1.m3u8$IPV4•线路192-0.625
CCTV1,http://111.14.181.15:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路193-0.627
CCTV1,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=2992&tk=e503191f8e20$IPV4•线路194-0.638
CCTV1,http://110.53.52.63:8888/newlive/live/hls/2/live.m3u8$IPV4•线路195-0.641
CCTV1,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=7664&tk=b53028476470$IPV4•线路196-0.643
CCTV1,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=7418&tk=b53028476470$IPV4•线路197-0.644
CCTV1,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=9282&tk=e503191f8e20$IPV4•线路198-0.655
CCTV1,http://ttkx.cc:1380/公开源/mg9.php?id=cctv1$IPV4•线路199-0.657
CCTV1,http://111.14.181.15:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路200-0.67
CCTV1,http://113.25.252.226:9901/tsfile/live/0001_1.m3u8$IPV4•线路201-0.68
CCTV1,http://183.223.157.33:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路202-0.681
CCTV1,http://123.52.15.235:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路203-0.683
CCTV1,http://123.52.15.235:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路204-0.696
CCTV1,http://101.66.199.60:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=0&authid=0$IPV4•线路205-0.718
CCTV1,http://111.9.163.109:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路206-0.748
CCTV1,http://123.182.60.29:9002/hls/1/index.m3u8$IPV4•线路207-0.755
CCTV1,http://111.9.163.109:9901/tsfile/live/0001_1.m3u8$IPV4•线路208-0.781
CCTV1,http://183.223.157.33:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路209-0.791
CCTV1,http://101.66.199.60:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=0&authid=0$IPV4•线路210-0.791
CCTV1,http://58.19.43.46:9901/tsfile/live/1020_1.m3u8$IPV4•线路211-0.87
CCTV1,http://183.94.1.118:8801/tsfile/live/0001_1.m3u8$IPV4•线路212-0.937
CCTV1,http://111.9.163.109:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路213-0.945
CCTV1,http://116.117.105.236:8096/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路214-0.965
CCTV1,http://58.220.219.14:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路215-0.999
CCTV1,http://58.220.219.14:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路216-1.011
CCTV1,http://218.3.138.25:1111/tsfile/live/1000_1.m3u8$IPV4•线路217-1.076
CCTV1,http://nn.7x9d.cn/组播/咪咕视频.php?id=cctv1$IPV4•线路218-1.168
CCTV1,http://play.kankanlive.com/live/1661761962676984.m3u8$IPV4•线路219-1.264
CCTV1,http://nn.7x9d.cn/组播/咪咕视频.php?id=cctv1$IPV4•线路220-1.277
CCTV1,http://218.3.138.25:1111/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路221-1.529
CCTV1,http://223.241.247.214:9901/tsfile/live/0001_1.m3u8$IPV4•线路222-1.883
CCTV1,http://183.186.89.111:8899/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路223-1.909
CCTV1,http://play.kankanlive.com/live/1661761962676984.m3u8$IPV4•线路224-1.919
CCTV1,http://120.238.94.10:9901/tsfile/live/1018_1.m3u8$IPV4•线路225-2.114
CCTV1,http://116.128.242.83:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路226-2.864
CCTV1,http://1b6467f415.iok.la:9931/tsfile/live/1020_1.m3u8$IPV4•线路227-12.271
CCTV1,http://58.57.21.166:9901/tsfile/live/0001_1.m3u8?key=txiptv$IPV4•线路228-99999
CCTV1,http://58.19.244.92:1111/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路229-99999
CCTV1,http://119.32.12.32:2901/udp/224.1.100.90:11111$IPV4•线路230-99999
CCTV1,http://123.10.78.208:808/hls/1/index.m3u8$IPV4•线路231-99999
